"Date","Title","Dev Gross","Paying share","ARPPU","New paying users","Paying users","DAU"
,"Airport City",31721,1.143,22,404,1224,107058
,"Mirrors of Albion",21594,2.069,14,142,1534,74127
,"The Tribez",97325,1.901,17,710,5042,265207
,"Paradise Island 2",79208,6.902,23,597,3512,50885
,"Mystery Manor",351,1.969,10,12,32,1625
"19.03.2017",,183006,1.899,17,2074,10396,547354
,"Guns of Boom",416,0.19,8,33,54,28416
,"Airport City",35210,1.258,23,510,1376,109359
,"Mirrors of Albion",22231,1.922,16,160,1478,76880
,"The Tribez",90258,1.95,15,976,5446,279216
,"Paradise Island 2",34730,3.91,18,391,2027,51839
,"Mystery Manor",161,0.912,9,4,15,1644
"20.03.2017",,150884,1.684,16,1763,8906,528948
,"Guns of Boom",458,0.194,11,18,43,22128
,"Airport City",28072,1.236,19,505,1307,105761
,"Mirrors of Albion",14322,1.505,14,145,1112,73867
,"The Tribez",67052,1.646,13,815,4544,276098
,"Paradise Island 2",40755,3.787,22,270,1874,49485
,"Mystery Manor",226,1.616,8,10,26,1609
"21.03.2017",,105146,1.361,14,1586,7178,527374
,"Guns of Boom",459,0.228,9,21,51,22340
,"Airport City",27566,1.288,18,565,1381,107204
,"Mirrors of Albion",14548,1.642,12,116,1198,72974
,"The Tribez",50551,1.394,12,736,3833,274996
,"Paradise Island 2",11834,1.435,18,140,692,48232
,"Mystery Manor",188,1.413,8,8,23,1628
"22.03.2017",,97571,1.581,11,1465,8337,527451
,"Guns of Boom",505,0.256,9,42,59,23083
,"Airport City",29561,1.223,21,503,1330,108767
,"Mirrors of Albion",11791,1.442,10,109,1042,72285
,"The Tribez",46443,1.961,8,668,5356,273125
,"Paradise Island 2",8851,1.076,17,133,522,48521
,"Mystery Manor",420,1.677,16,10,28,1670
"23.03.2017",,96429,1.431,12,1542,7637,533743
,"Guns of Boom",340,0.168,7,30,48,28641
,"Airport City",31578,1.348,19,598,1507,111801
,"Mirrors of Albion",11847,1.627,10,155,1167,71719
,"The Tribez",43243,1.588,9,617,4311,271527
,"Paradise Island 2",9118,1.193,16,132,577,48374
,"Mystery Manor",303,1.606,12,10,27,1681
"24.03.2017",,228478,1.802,20,1943,10159,563808
,"Guns of Boom",489,0.13,7,59,71,54484
,"Airport City",106691,2.8,28,829,3283,117251
,"Mirrors of Albion",23232,2.229,14,192,1590,71348
,"The Tribez",85751,1.674,17,690,4553,271927
,"Paradise Island 2",11991,1.342,19,162,633,47167
,"Mystery Manor",325,1.778,12,11,29,1631
"25.03.2017",,203975,1.8,18,2078,10508,583744
,"Guns of Boom",805,0.215,5,104,147,68436
,"Airport City",68493,2.133,24,780,2612,122451
,"Mirrors of Albion",25820,2.174,16,168,1551,71352
,"The Tribez",81980,1.767,16,808,4813,272350
,"Paradise Island 2",26647,2.859,20,207,1355,47398
,"Mystery Manor",230,1.707,8,11,30,1757
"26.03.2017",,184248,1.708,17,2250,10180,596102
,"Guns of Boom",871,0.219,6,91,149,68113
,"Airport City",74116,2.25,23,908,2825,125557
,"Mirrors of Albion",21933,2.065,14,150,1504,72845
,"The Tribez",72682,1.685,14,874,4699,278948
,"Paradise Island 2",14373,1.996,15,218,974,48789
,"Mystery Manor",273,1.568,10,9,29,1850
"27.03.2017",,123231,1.383,15,1907,7940,574284
,"Guns of Boom",743,0.247,5,95,145,58623
,"Airport City",32581,1.359,18,709,1637,120439
,"Mirrors of Albion",18470,1.687,16,153,1201,71199
,"The Tribez",48828,1.241,14,706,3405,274373
,"Paradise Island 2",22433,3.193,15,231,1527,47820
,"Mystery Manor",177,1.366,7,13,25,1830
"28.03.2017",,91130,1.16,14,1619,6599,568700
,"Guns of Boom",1020,0.254,7,68,144,56743
,"Airport City",25494,1.224,17,631,1450,118478
,"Mirrors of Albion",12401,1.387,13,138,997,71863
,"The Tribez",30077,0.933,12,599,2535,271774
,"Paradise Island 2",21978,3.02,16,176,1453,48117
,"Mystery Manor",160,1.159,8,7,20,1725
"29.03.2017",,91173,1.476,11,1561,8354,565812
,"Guns of Boom",822,0.226,7,87,126,55636
,"Airport City",26905,1.225,18,543,1443,117788
,"Mirrors of Albion",14681,1.95,11,144,1391,71333
,"The Tribez",37587,1.656,8,565,4480,270588
,"Paradise Island 2",11018,1.838,13,219,897,48793
,"Mystery Manor",161,1.016,11,3,17,1674
"30.03.2017",,106407,1.41,12,1634,7895,559992
,"Guns of Boom",507,0.2,5,61,102,50900
,"Airport City",43235,2.013,17,760,2406,119534
,"Mirrors of Albion",13791,1.733,12,125,1219,70343
,"The Tribez",36395,1.219,9,475,3281,269252
,"Paradise Island 2",12165,1.776,14,205,859,48365
,"Mystery Manor",314,1.752,12,8,28,1598
"31.03.2017",,138324,1.472,16,1724,8210,557760
,"Guns of Boom",647,0.221,7,56,96,43489
,"Airport City",37671,1.597,17,674,2006,125593
,"Mirrors of Albion",11337,1.779,10,214,1239,69655
,"The Tribez",68153,1.406,16,606,3796,269988
,"Paradise Island 2",20110,2.179,20,164,1036,47537
,"Mystery Manor",406,2.47,12,10,37,1498
"01.04.2017",,169520,1.665,17,2064,9564,574264
,"Guns of Boom",736,0.193,9,46,83,43005
,"Airport City",44927,1.639,19,858,2262,138017
,"Mirrors of Albion",26575,2.472,15,208,1753,70901
,"The Tribez",77449,1.618,16,758,4434,274051
,"Paradise Island 2",19437,2.13,20,181,997,46818
,"Mystery Manor",396,2.378,12,13,35,1472
"02.04.2017",,163509,1.623,16,2327,9490,584780
,"Guns of Boom",542,0.204,7,42,79,38752
,"Airport City",46608,1.775,17,948,2449,138008
,"Mirrors of Albion",25385,2.142,16,199,1585,74012
,"The Tribez",76135,1.561,16,926,4438,284217
,"Paradise Island 2",14452,1.879,16,198,907,48260
,"Mystery Manor",387,2.09,13,14,32,1531
"03.04.2017",,118677,1.293,15,1816,7320,566321
,"Guns of Boom",762,0.236,11,34,71,30048
,"Airport City",32422,1.269,17,646,1710,134787
,"Mirrors of Albion",17727,1.894,14,159,1339,70696
,"The Tribez",55259,1.201,15,818,3400,283047
,"Paradise Island 2",12233,1.675,16,155,775,46256
,"Mystery Manor",273,1.681,12,4,25,1487
"04.04.2017",,106362,1.214,15,1761,6808,560885
,"Guns of Boom",641,0.248,9,44,71,28611
,"Airport City",41060,1.611,18,677,2121,131628
,"Mirrors of Albion",17976,2.051,12,215,1456,70996
,"The Tribez",35114,0.86,13,687,2422,281666
,"Paradise Island 2",11383,1.552,16,136,722,46507
,"Mystery Manor",189,1.083,12,2,16,1477
"05.04.2017",,96374,1.509,11,1514,8293,549700
,"Guns of Boom",185,0.11,6,15,30,27203
,"Airport City",35968,1.423,18,521,1793,126041
,"Mirrors of Albion",11741,1.788,9,187,1274,71247
,"The Tribez",43971,1.74,8,694,4832,277632
,"Paradise Island 2",4235,0.724,12,91,334,46129
,"Mystery Manor",274,2.072,10,6,30,1448
"06.04.2017",,93740,1.343,12,1463,7417,552166
,"Guns of Boom",896,0.322,10,30,87,27039
,"Airport City",37875,1.388,20,487,1735,125025
,"Mirrors of Albion",13275,1.661,11,166,1189,71579
,"The Tribez",37205,1.422,9,607,3949,277683
,"Paradise Island 2",4256,0.842,10,166,416,49388
,"Mystery Manor",233,2.824,6,7,41,1452
"07.04.2017",,211652,1.752,19,1740,9665,551541
,"Guns of Boom",797,0.212,12,19,65,30670
,"Airport City",116098,2.869,29,692,3524,122825
,"Mirrors of Albion",14893,1.692,12,193,1189,70291
,"The Tribez",67377,1.482,15,653,4105,276987
,"Paradise Island 2",12248,1.521,15,177,751,49389
,"Mystery Manor",240,2.248,8,6,31,1379
"08.04.2017",,207713,1.819,19,1824,10074,553893
,"Guns of Boom",727,0.173,13,20,57,32898
,"Airport City",76393,2.199,25,633,2730,124148
,"Mirrors of Albion",28030,2.281,17,185,1610,70592
,"The Tribez",77315,1.608,17,765,4435,275759
,"Paradise Island 2",25028,2.48,18,218,1218,49114
,"Mystery Manor",220,1.737,9,3,24,1382
"09.04.2017",,190030,1.711,18,1959,9480,553903
,"Guns of Boom",543,0.126,15,20,37,29321
,"Airport City",75190,2.215,24,720,2769,125035
,"Mirrors of Albion",22372,1.971,16,173,1408,71443
,"The Tribez",73194,1.53,16,806,4231,276557
,"Paradise Island 2",18373,2.018,16,236,1011,50089
,"Mystery Manor",358,1.646,18,4,24,1458
"10.04.2017",,116089,1.323,14,1569,7316,553046
,"Guns of Boom",662,0.234,12,24,53,22681
,"Airport City",31639,1.115,18,541,1520,136366
,"Mirrors of Albion",14925,1.611,13,145,1119,69474
,"The Tribez",49842,1.173,14,637,3215,274103
,"Paradise Island 2",18881,2.818,12,217,1382,49049
,"Mystery Manor",140,1.966,5,5,27,1373
"11.04.2017",,95759,1.168,14,1585,6413,549000
,"Guns of Boom",1235,0.204,15,17,45,22092
,"Airport City",33518,1.376,17,641,1838,133588
,"Mirrors of Albion",14339,1.645,12,150,1138,69178
,"The Tribez",30693,0.834,13,544,2278,273065
,"Paradise Island 2",15690,2.196,12,229,1091,49686
,"Mystery Manor",284,1.653,13,4,23,1391
"12.04.2017",,98282,1.579,11,1460,8498,538316
,"Guns of Boom",622,0.194,14,21,43,22222
,"Airport City",30802,1.407,16,582,1784,126789
,"Mirrors of Albion",14436,2.059,10,120,1401,68037
,"The Tribez",37916,1.602,8,528,4338,270806
,"Paradise Island 2",14254,1.851,14,204,909,49101
,"Mystery Manor",252,1.69,11,5,23,1361
"13.04.2017",,88613,1.359,11,1348,7229,531828
,"Guns of Boom",454,0.179,12,13,39,21747
,"Airport City",28658,1.272,17,534,1579,124138
,"Mirrors of Albion",12226,1.935,9,134,1317,68077
,"The Tribez",34193,1.3,9,485,3490,268418
,"Paradise Island 2",12793,1.621,14,177,781,48172
,"Mystery Manor",288,1.803,14,5,23,1276
"14.04.2017",,157676,1.584,17,1703,8788,554902
,"Guns of Boom",685,0.176,16,18,44,25005
,"Airport City",39629,1.526,17,650,2138,140088
,"Mirrors of Albion",31067,2.51,17,141,1744,69484
,"The Tribez",40583,1.029,16,565,2790,271025
,"Paradise Island 2",45393,4.262,20,326,2047,48026
,"Mystery Manor",319,1.962,13,3,25,1274
"15.04.2017",,202860,1.921,17,1943,10799,562167
,"Guns of Boom",583,0.198,11,21,54,27291
,"Airport City",42296,1.408,19,785,2087,148253
,"Mirrors of Albion",23170,2.129,16,142,1455,68350
,"The Tribez",87156,1.82,16,694,4910,269748
,"Paradise Island 2",49417,4.804,19,297,2270,47249
,"Mystery Manor",238,1.803,11,4,23,1276
"16.04.2017",,162753,1.703,16,2054,9612,564332
,"Guns of Boom",1059,0.189,21,26,51,26971
,"Airport City",40353,1.425,17,822,2143,150338
,"Mirrors of Albion",20882,2.257,13,242,1542,68321
,"The Tribez",70074,1.574,16,703,4256,270388
,"Paradise Island 2",30127,3.406,17,259,1601,47004
,"Mystery Manor",258,1.45,14,2,19,1310
"17.04.2017",,143145,1.474,16,1941,8427,571597
,"Guns of Boom",654,0.219,13,22,52,23764
,"Airport City",38945,1.286,18,798,1947,151436
,"Mirrors of Albion",16335,1.729,14,164,1207,69823
,"The Tribez",56622,1.312,14,710,3629,276698
,"Paradise Island 2",30323,3.233,17,242,1565,48402
,"Mystery Manor",265,1.832,11,5,27,1474
"18.04.2017",,114916,1.293,15,1589,7204,557143
,"Guns of Boom",791,0.263,15,16,54,20547
,"Airport City",48727,1.783,18,730,2565,143890
,"Mirrors of Albion",15352,1.704,13,132,1187,69653
,"The Tribez",42777,1.014,15,547,2781,274126
,"Paradise Island 2",7089,1.269,11,155,601,47354
,"Mystery Manor",180,1.017,10,9,16,1573
"19.04.2017",,102436,1.489,11,1405,8146,547244
,"Guns of Boom",373,0.165,11,22,34,20647
,"Airport City",40045,1.497,17,584,2104,140516
,"Mirrors of Albion",14913,1.569,13,185,1090,69465
,"The Tribez",40674,1.634,8,466,4392,268810
,"Paradise Island 2",6099,1.067,11,136,493,46185
,"Mystery Manor",334,2.036,10,12,33,1621
"20.04.2017",,84940,1.263,11,1181,6734,533087
,"Guns of Boom",956,0.161,17,24,41,25448
,"Airport City",29991,1.156,18,401,1532,132536
,"Mirrors of Albion",13469,1.967,10,135,1315,66858
,"The Tribez",33176,1.249,9,487,3281,262663
,"Paradise Island 2",7146,1.227,12,124,541,44074
,"Mystery Manor",202,1.592,7,10,24,1508
"21.04.2017",,189217,1.608,19,1448,8877,552091
,"Guns of Boom",703,0.165,14,16,50,30319
,"Airport City",106466,2.43,28,478,3172,130527
,"Mirrors of Albion",12671,1.965,10,164,1348,68601
,"The Tribez",58441,1.312,15,659,3623,276191
,"Paradise Island 2",10647,1.451,15,121,652,44924
,"Mystery Manor",289,2.093,8,10,32,1529
"22.04.2017",,167962,1.587,17,1539,8833,556595
,"Guns of Boom",651,0.15,12,32,51,34040
,"Airport City",67924,1.955,24,480,2466,126136
,"Mirrors of Albion",14766,2.051,10,158,1405,68489
,"The Tribez",72196,1.499,16,739,4214,281045
,"Paradise Island 2",11884,1.438,17,118,650,45195
,"Mystery Manor",541,2.781,11,12,47,1690
"23.04.2017",,187226,1.587,19,1673,9035,569445
,"Guns of Boom",922,0.179,14,36,64,35779
,"Airport City",78749,2.144,26,542,2689,125445
,"Mirrors of Albion",31183,2.625,16,167,1847,70358
,"The Tribez",63620,1.291,16,771,3748,290372
,"Paradise Island 2",12397,1.419,18,147,649,45724
,"Mystery Manor",355,2.151,9,10,38,1767
"24.04.2017",,99392,1.063,16,1228,5820,547721
,"Guns of Boom",639,0.139,14,23,44,31574
,"Airport City",24647,1.051,19,344,1246,118607
,"Mirrors of Albion",20375,1.823,16,133,1242,68148
,"The Tribez",41451,0.938,15,609,2656,283180
,"Paradise Island 2",11959,1.349,18,113,600,44480
,"Mystery Manor",321,1.848,10,6,32,1732
"25.04.2017",,88169,1.009,15,1137,5498,544956
,"Guns of Boom",923,0.196,15,28,63,32181
,"Airport City",29653,1.373,17,331,1607,117081
,"Mirrors of Albion",19875,1.817,16,112,1226,67458
,"The Tribez",28187,0.686,13,517,1937,282487
,"Paradise Island 2",9386,1.46,13,141,643,44040
,"Mystery Manor",146,1.287,7,8,22,1709
"26.04.2017",,102818,1.521,12,1273,8235,541371
,"Guns of Boom",653,0.172,11,29,56,32590
,"Airport City",27752,1.343,17,322,1525,113564
,"Mirrors of Albion",18983,2.039,14,200,1355,66444
,"The Tribez",35917,1.506,8,576,4265,283212
,"Paradise Island 2",19243,2.288,18,134,1003,43829
,"Mystery Manor",271,1.79,9,12,31,1732
"27.04.2017",,90723,1.265,12,1148,6832,540149
,"Guns of Boom",527,0.113,14,27,36,31903
,"Airport City",23383,1.027,18,273,1208,117654
,"Mirrors of Albion",12789,1.562,12,126,1031,66016
,"The Tribez",33151,1.232,9,536,3442,279374
,"Paradise Island 2",20584,2.492,17,176,1084,43494
,"Mystery Manor",288,1.815,9,10,31,1708
"28.04.2017",,127068,1.308,17,1308,7422,567552
,"Guns of Boom",537,0.127,13,24,40,31603
,"Airport City",32125,1.109,17,387,1701,153347
,"Mirrors of Albion",11739,1.48,12,127,962,64997
,"The Tribez",65262,1.364,18,611,3728,273283
,"Paradise Island 2",17135,2.252,16,154,961,42674
,"Mystery Manor",270,1.82,9,5,30,1648
"29.04.2017",,145481,1.469,15,1542,8691,591714
,"Guns of Boom",707,0.174,11,38,60,34471
,"Airport City",44195,1.297,17,527,2278,175674
,"Mirrors of Albion",9788,1.555,10,130,1009,64891
,"The Tribez",72358,1.627,15,705,4431,272274
,"Paradise Island 2",18035,2.055,19,132,879,42781
,"Mystery Manor",397,2.095,12,10,34,1623
"30.04.2017",,140463,1.343,16,1752,8257,614666
,"Guns of Boom",581,0.13,11,36,44,33753
,"Airport City",44568,1.131,18,625,2235,197688
,"Mirrors of Albion",9802,1.51,10,160,992,65677
,"The Tribez",69217,1.511,16,772,4128,273248
,"Paradise Island 2",16037,1.937,17,154,827,42689
,"Mystery Manor",260,1.924,9,5,31,1611
"01.05.2017",,120921,1.169,15,1618,7368,630134
,"Guns of Boom",606,0.146,13,21,47,32084
,"Airport City",38911,0.934,18,623,1942,208032
,"Mirrors of Albion",12372,1.722,11,147,1145,66482
,"The Tribez",60824,1.304,16,685,3626,278112
,"Paradise Island 2",7975,1.343,12,135,588,43788
,"Mystery Manor",234,1.222,11,7,20,1636
"02.05.2017",,83951,0.896,15,1176,5424,605120
,"Guns of Boom",787,0.124,22,21,35,28114
,"Airport City",22568,0.617,17,393,1200,194454
,"Mirrors of Albion",19079,2.268,13,130,1456,64205
,"The Tribez",32341,0.787,14,492,2156,273804
,"Paradise Island 2",8963,1.28,15,132,549,42895
,"Mystery Manor",214,1.699,9,8,28,1648
"03.05.2017",,114014,1.469,12,1301,8878,604412
,"Guns of Boom",920,0.162,15,28,57,35113
,"Airport City",26030,0.721,18,488,1359,188549
,"Mirrors of Albion",25449,2.342,17,136,1496,63882
,"The Tribez",41065,1.673,8,468,4546,271782
,"Paradise Island 2",20176,3.189,13,174,1386,43466
,"Mystery Manor",374,2.099,8,7,34,1620
"04.05.2017",,105736,1.257,13,1198,7436,591562
,"Guns of Boom",371,0.2,19,54,69,34515
,"Airport City",29345,0.774,19,432,1396,180462
,"Mirrors of Albion",24647,2.295,17,113,1453,63309
,"The Tribez",33219,1.27,9,450,3412,268699
,"Paradise Island 2",17898,2.528,14,147,1087,42999
,"Mystery Manor",255,1.204,13,2,19,1578
"05.05.2017",,208810,1.65,20,1430,9354,566868
,"Guns of Boom",1115,0.193,13,71,81,41872
,"Airport City",115891,2.224,29,546,3420,153758
,"Mirrors of Albion",20291,2.191,15,130,1375,62770
,"The Tribez",58295,1.377,15,537,3639,264299
,"Paradise Island 2",12944,1.92,15,141,819,42651
,"Mystery Manor",274,1.318,13,5,20,1518
"06.05.2017",,183659,1.574,19,1531,8781,558052
,"Guns of Boom",1205,0.184,13,84,90,48976
,"Airport City",76281,1.841,26,583,2553,138703
,"Mirrors of Albion",14156,1.793,12,135,1117,62296
,"The Tribez",74193,1.504,18,562,3970,263972
,"Paradise Island 2",17147,2.412,15,166,1028,42613
,"Mystery Manor",677,1.542,31,1,23,1492
"07.05.2017",,178990,1.591,18,1664,8975,563957
,"Guns of Boom",1603,0.22,15,105,105,47832
,"Airport City",74630,1.926,24,649,2709,140660
,"Mirrors of Albion",21206,2.138,15,138,1362,63704
,"The Tribez",65615,1.452,16,583,3866,266295
,"Paradise Island 2",15529,2.079,15,179,912,43866
,"Mystery Manor",406,1.313,15,10,21,1600
"08.05.2017",,111115,1.234,16,1412,6805,551367
,"Guns of Boom",1877,0.168,23,86,81,48314
,"Airport City",29099,1.086,20,455,1394,128352
,"Mirrors of Albion",14092,2.108,11,225,1352,64133
,"The Tribez",48517,1.11,15,447,2947,265614
,"Paradise Island 2",17131,2.322,16,189,1008,43412
,"Mystery Manor",400,1.492,17,10,23,1542
"09.05.2017",,75932,0.938,14,1149,5146,548497
,"Guns of Boom",1361,0.173,15,101,89,51499
,"Airport City",17567,0.842,15,375,1050,124646
,"Mirrors of Albion",13442,1.768,12,132,1126,63676
,"The Tribez",28973,0.741,14,380,1956,264140
,"Paradise Island 2",14284,2.102,15,158,904,43015
,"Mystery Manor",307,1.381,13,3,21,1521
"10.05.2017",,79200,1.317,10,1084,7033,534010
,"Guns of Boom",1366,0.205,16,106,90,43923
,"Airport City",18000,0.858,16,330,1043,121598
,"Mirrors of Albion",13430,1.735,12,105,1094,63042
,"The Tribez",32796,1.512,8,412,3947,261041
,"Paradise Island 2",13238,1.93,15,126,827,42853
,"Mystery Manor",369,2.061,12,5,32,1553
"11.05.2017",,65992,1.075,11,958,5663,526713
,"Guns of Boom",1586,0.236,17,76,95,40202
,"Airport City",19860,0.934,17,297,1114,119293
,"Mirrors of Albion",11628,1.735,11,136,1109,63925
,"The Tribez",26569,1.126,9,320,2914,258891
,"Paradise Island 2",6077,0.94,14,122,403,42894
,"Mystery Manor",273,1.857,10,7,28,1508
"12.05.2017",,123594,1.387,16,1261,7279,524959
,"Guns of Boom",1376,0.228,20,78,90,39435
,"Airport City",29385,1.42,16,429,1693,119229
,"Mirrors of Albion",29863,2.662,18,159,1665,62542
,"The Tribez",53277,1.271,15,464,3297,259309
,"Paradise Island 2",9441,1.171,17,120,503,42946
,"Mystery Manor",251,2.069,26,11,31,1498
"13.05.2017",,125238,1.392,16,1416,7420,533025
,"Guns of Boom",1980,0.196,22,84,87,44419
,"Airport City",28035,1.332,16,487,1616,121304
,"Mirrors of Albion",23275,2.309,16,177,1436,62193
,"The Tribez",59539,1.423,15,519,3698,259902
,"Paradise Island 2",12157,1.296,20,146,566,43673
,"Mystery Manor",252,1.108,15,3,17,1534
"14.05.2017",,127694,1.32,17,1442,7098,537549
,"Guns of Boom",1509,0.206,17,68,88,42667
,"Airport City",32215,1.334,18,546,1647,123462
,"Mirrors of Albion",19761,2.103,15,180,1344,63919
,"The Tribez",61372,1.304,17,507,3424,262507
,"Paradise Island 2",12304,1.298,21,129,564,43455
,"Mystery Manor",532,2.014,17,12,31,1539
"15.05.2017",,86456,1.048,15,1074,5463,521103
,"Guns of Boom",1410,0.223,18,66,77,34583
,"Airport City",19504,0.849,17,282,1015,119543
,"Mirrors of Albion",12448,1.751,11,198,1090,62243
,"The Tribez",42978,1.006,15,390,2611,259657
,"Paradise Island 2",9943,1.483,15,131,645,43497
,"Mystery Manor",173,1.582,6,7,25,1580
"16.05.2017",,73076,0.963,14,1088,4968,515780
,"Guns of Boom",1655,0.213,22,78,77,36097
,"Airport City",21307,1.005,17,339,1151,114576
,"Mirrors of Albion",12836,2.061,10,170,1286,62398
,"The Tribez",25797,0.654,15,343,1683,257522
,"Paradise Island 2",11317,1.721,13,151,751,43625
,"Mystery Manor",164,1.28,6,7,20,1562
"17.05.2017",,103251,1.492,12,1157,7729,517942
,"Guns of Boom",1721,0.281,15,135,117,41708
,"Airport City",22502,0.985,19,321,1110,112681
,"Mirrors of Albion",11407,2.068,9,142,1288,62287
,"The Tribez",36342,1.485,9,362,3813,256735
,"Paradise Island 2",31000,3.209,20,191,1379,42979
,"Mystery Manor",280,1.418,12,6,22,1552
"18.05.2017",,99026,1.219,13,1317,6990,573591
,"Guns of Boom",2503,0.189,13,271,188,99274
,"Airport City",24036,1.005,19,294,1124,111803
,"Mirrors of Albion",13045,1.903,11,166,1172,61575
,"The Tribez",31884,1.222,9,381,3126,255738
,"Paradise Island 2",27284,3.096,19,199,1352,43669
,"Mystery Manor",275,1.828,10,6,28,1532
"19.05.2017",,227820,1.186,21,2142,9639,812759
,"Guns of Boom",5010,0.205,7,862,686,334914
,"Airport City",114080,2.822,30,474,3176,112526
,"Mirrors of Albion",20235,2.189,15,160,1326,60564
,"The Tribez",62947,1.292,17,500,3382,261804
,"Paradise Island 2",25244,2.511,20,140,1040,41410
,"Mystery Manor",304,1.882,12,6,29,1541
"20.05.2017",,197948,1.031,18,2998,9911,961726
,"Guns of Boom",10217,0.26,8,1486,1243,478080
,"Airport City",69130,2.061,25,513,2397,116276
,"Mirrors of Albion",21846,2.241,16,189,1372,61225
,"The Tribez",68870,1.43,17,648,3854,269540
,"Paradise Island 2",27662,2.917,19,157,1024,35099
,"Mystery Manor",223,1.394,11,5,21,1506
"21.05.2017",,194393,0.95,18,3596,9648,1015627
,"Guns of Boom",15580,0.272,11,2034,1427,524992
,"Airport City",70745,2.13,25,510,2492,117017
,"Mirrors of Albion",13701,1.787,12,176,1147,64182
,"The Tribez",59043,1.269,17,706,3487,274826
,"Paradise Island 2",35052,3.239,23,162,1070,33036
